,measure,sex,age,cause,year,val.Number,val.Percent
278578,Prevalence,Female,60 to 64,Diabetes and kidney diseases,2017,443132.193192,0.2150377919
278579,Prevalence,Both,60 to 64,Diabetes and kidney diseases,2017,906201.042485,0.229281507
278583,Prevalence,Male,65 to 69,Diabetes and kidney diseases,2017,542162.726214,0.3001793825
278584,Prevalence,Female,65 to 69,Diabetes and kidney diseases,2017,546148.916725,0.2721140285
278585,Prevalence,Both,65 to 69,Diabetes and kidney diseases,2017,1088311.64294,0.2854072473
278589,Prevalence,Male,70 to 74,Diabetes and kidney diseases,2017,456570.956871,0.3552348755
278590,Prevalence,Female,70 to 74,Diabetes and kidney diseases,2017,508944.593847,0.3439099797
278591,Prevalence,Both,70 to 74,Diabetes and kidney diseases,2017,965515.550718,0.3491739138
278595,Prevalence,Male,75 to 79,Diabetes and kidney diseases,2017,403131.176774,0.4262614848
278596,Prevalence,Female,75 to 79,Diabetes and kidney diseases,2017,525664.089266,0.4383864162
278597,Prevalence,Both,75 to 79,Diabetes and kidney diseases,2017,928795.26604,0.4330401376
278601,Prevalence,Male,80 plus,Diabetes and kidney diseases,2017,744740.020763,0.5315701742
278602,Prevalence,Female,80 plus,Diabetes and kidney diseases,2017,1476443.56426,0.5814577906
278603,Prevalence,Both,80 plus,Diabetes and kidney diseases,2017,2221183.58503,0.5637194101
278607,Prevalence,Male,All Ages,Diabetes and kidney diseases,2017,4178797.29253,0.1419922875
278608,Prevalence,Female,All Ages,Diabetes and kidney diseases,2017,5075182.56555,0.1580236292
278609,Prevalence,Both,All Ages,Diabetes and kidney diseases,2017,9253979.85808,0.1503577279
278613,Prevalence,Male,5-14 years,Diabetes and kidney diseases,2017,13175.7662503,0.0039223687
278614,Prevalence,Female,5-14 years,Diabetes and kidney diseases,2017,13646.633627,0.0040650257
278615,Prevalence,Both,5-14 years,Diabetes and kidney diseases,2017,26822.3998772,0.0039933704
278619,Prevalence,Male,15-49 years,Diabetes and kidney diseases,2017,885802.74651,0.0654958037
278620,Prevalence,Female,15-49 years,Diabetes and kidney diseases,2017,933195.453461,0.0667372397
278621,Prevalence,Both,15-49 years,Diabetes and kidney diseases,2017,1818998.19997,0.0661267779
278625,Prevalence,Male,50-69 years,Diabetes and kidney diseases,2017,1674396.43073,0.213677403
278626,Prevalence,Female,50-69 years,Diabetes and kidney diseases,2017,1616203.30559,0.1921337563
278627,Prevalence,Both,50-69 years,Diabetes and kidney diseases,2017,3290599.73633,0.2025238773
278631,Prevalence,Male,70+ years,Diabetes and kidney diseases,2017,1604442.15441,0.4417493081
278632,Prevalence,Female,70+ years,Diabetes and kidney diseases,2017,2511052.24738,0.4812129021
278633,Prevalence,Both,70+ years,Diabetes and kidney diseases,2017,4115494.40179,0.4650175376
278637,Prevalence,Male,Age-standardized,Diabetes and kidney diseases,2017,NA,0.0969005575
278638,Prevalence,Female,Age-standardized,Diabetes and kidney diseases,2017,NA,0.0925611357
278639,Prevalence,Both,Age-standardized,Diabetes and kidney diseases,2017,NA,0.0947860822
278640,Prevalence,Male,<1 year,Diabetes and kidney diseases,2017,0,0
278641,Prevalence,Female,<1 year,Diabetes and kidney diseases,2017,37.002362766,0.0002450972
278642,Prevalence,Both,<1 year,Diabetes and kidney diseases,2017,37.002362766,0.0001280277
278646,Prevalence,Male,80 to 84,Diabetes and kidney diseases,2017,375665.994616,0.5033169557
278647,Prevalence,Female,80 to 84,Diabetes and kidney diseases,2017,598650.06735,0.535298246
278648,Prevalence,Both,80 to 84,Diabetes and kidney diseases,2017,974316.061966,0.522497427
278652,Prevalence,Male,85 to 89,Diabetes and kidney diseases,2017,249490.054486,0.5538980193
278653,Prevalence,Female,85 to 89,Diabetes and kidney diseases,2017,507330.605183,0.5949004077
278654,Prevalence,Both,85 to 89,Diabetes and kidney diseases,2017,756820.659669,0.5807290535
278658,Prevalence,Male,90 to 94,Diabetes and kidney diseases,2017,101439.63152,0.5829446963
278659,Prevalence,Female,90 to 94,Diabetes and kidney diseases,2017,290176.699059,0.6437162712
278660,Prevalence,Both,90 to 94,Diabetes and kidney diseases,2017,391616.330579,0.6267907289
278664,Prevalence,Male,<20 years,Diabetes and kidney diseases,2017,41422.4539825,0.006579358
278665,Prevalence,Female,<20 years,Diabetes and kidney diseases,2017,42570.2571811,0.0066899778
278666,Prevalence,Both,<20 years,Diabetes and kidney diseases,2017,83992.7111636,0.0066347721
278670,Prevalence,Male,10 to 24,Diabetes and kidney diseases,2017,102822.122656,0.0192013103
278671,Prevalence,Female,10 to 24,Diabetes and kidney diseases,2017,107691.732247,0.0199576625
278672,Prevalence,Both,10 to 24,Diabetes and kidney diseases,2017,210513.854903,0.0195807859
278676,Prevalence,Male,95 plus,Diabetes and kidney diseases,2017,18144.3401409,0.6008014342
278677,Prevalence,Female,95 plus,Diabetes and kidney diseases,2017,80286.1926734,0.6845740549
278678,Prevalence,Both,95 plus,Diabetes and kidney diseases,2017,98430.5328143,0.6674194454
278682,Prevalence,Male,<70 years,Diabetes and kidney diseases,2017,2574355.13812,0.0997902162
278683,Prevalence,Female,<70 years,Diabetes and kidney diseases,2017,2564130.31817,0.0953265623
278684,Prevalence,Both,<70 years,Diabetes and kidney diseases,2017,5138485.45629,0.0975116332
337241,Prevalence,Male,Under 5,Chronic respiratory diseases,2017,71562.7033261,0.0665006843
337242,Prevalence,Female,Under 5,Chronic respiratory diseases,2017,58685.1228677,0.0512233562
337243,Prevalence,Both,Under 5,Chronic respiratory diseases,2017,130247.826194,0.0586270373
337247,Prevalence,Male,Early Neonatal,Chronic respiratory diseases,2017,0,0
337248,Prevalence,Female,Early Neonatal,Chronic respiratory diseases,2017,0,0
337249,Prevalence,Both,Early Neonatal,Chronic respiratory diseases,2017,0,0
337253,Prevalence,Male,Late Neonatal,Chronic respiratory diseases,2017,0,0
337254,Prevalence,Female,Late Neonatal,Chronic respiratory diseases,2017,0,0
337255,Prevalence,Both,Late Neonatal,Chronic respiratory diseases,2017,0,0
337259,Prevalence,Male,Post Neonatal,Chronic respiratory diseases,2017,0,0
337260,Prevalence,Female,Post Neonatal,Chronic respiratory diseases,2017,0,0
337261,Prevalence,Both,Post Neonatal,Chronic respiratory diseases,2017,0,0
337265,Prevalence,Male,1 to 4,Chronic respiratory diseases,2017,71562.7033261,0.0763324027
337266,Prevalence,Female,1 to 4,Chronic respiratory diseases,2017,58685.1228677,0.0590638654
337267,Prevalence,Both,1 to 4,Chronic respiratory diseases,2017,130247.826194,0.0674532632
337271,Prevalence,Male,5 to 9,Chronic respiratory diseases,2017,102244.470047,0.0626530913
337272,Prevalence,Female,5 to 9,Chronic respiratory diseases,2017,89903.0742946,0.0551594223
337273,Prevalence,Both,5 to 9,Chronic respiratory diseases,2017,192147.544341,0.0589107533
337277,Prevalence,Male,10 to 14,Chronic respiratory diseases,2017,109036.617268,0.0630852177
337278,Prevalence,Female,10 to 14,Chronic respiratory diseases,2017,105846.734186,0.061210684
337279,Prevalence,Both,10 to 14,Chronic respiratory diseases,2017,214883.351454,0.0621489396
337283,Prevalence,Male,15 to 19,Chronic respiratory diseases,2017,123081.56745,0.0661790382
337284,Prevalence,Female,15 to 19,Chronic respiratory diseases,2017,143525.325333,0.0771329078
337285,Prevalence,Both,15 to 19,Chronic respiratory diseases,2017,266606.892783,0.071655414
337289,Prevalence,Male,20 to 24,Chronic respiratory diseases,2017,113039.800172,0.0639745223
337290,Prevalence,Female,20 to 24,Chronic respiratory diseases,2017,147770.369148,0.0817810045
337291,Prevalence,Both,20 to 24,Chronic respiratory diseases,2017,260810.16932,0.0729755529
337295,Prevalence,Male,25 to 29,Chronic respiratory diseases,2017,115499.378705,0.0634727735
337296,Prevalence,Female,25 to 29,Chronic respiratory diseases,2017,157023.592024,0.0822938528
337297,Prevalence,Both,25 to 29,Chronic respiratory diseases,2017,272522.970729,0.0731061754
337301,Prevalence,Male,30 to 34,Chronic respiratory diseases,2017,126883.982362,0.0667647099
337302,Prevalence,Female,30 to 34,Chronic respiratory diseases,2017,164898.635396,0.0818547653
337303,Prevalence,Both,30 to 34,Chronic respiratory diseases,2017,291782.617758,0.0745292918
337307,Prevalence,Male,35 to 39,Chronic respiratory diseases,2017,143613.559795,0.0731857828
337308,Prevalence,Female,35 to 39,Chronic respiratory diseases,2017,176348.8414,0.0859274194
337309,Prevalence,Both,35 to 39,Chronic respiratory diseases,2017,319962.401195,0.0796990212
337313,Prevalence,Male,40 to 44,Chronic respiratory diseases,2017,172074.207631,0.0835110509
337314,Prevalence,Female,40 to 44,Chronic respiratory diseases,2017,201657.525261,0.0952031679
337315,Prevalence,Both,40 to 44,Chronic respiratory diseases,2017,373731.732892,0.0894373932
337319,Prevalence,Male,45 to 49,Chronic respiratory diseases,2017,210486.292044,0.097695591
337320,Prevalence,Female,45 to 49,Chronic respiratory diseases,2017,235932.716695,0.1061533334
337321,Prevalence,Both,45 to 49,Chronic respiratory diseases,2017,446419.008739,0.1019902106
337325,Prevalence,Male,50 to 54,Chronic respiratory diseases,2017,246528.062573,0.1159213798
337326,Prevalence,Female,50 to 54,Chronic respiratory diseases,2017,260573.44621,0.1176742147
337327,Prevalence,Both,50 to 54,Chronic respiratory diseases,2017,507101.508783,0.1168154837
337331,Prevalence,Male,55 to 59,Chronic respiratory diseases,2017,277583.643811,0.1379881127
337332,Prevalence,Female,55 to 59,Chronic respiratory diseases,2017,276639.194145,0.1298948669
337333,Prevalence,Both,55 to 59,Chronic respiratory diseases,2017,554222.837956,0.1338261313
337337,Prevalence,Male,60 to 64,Chronic respiratory diseases,2017,306487.639049,0.1620233912
337338,Prevalence,Female,60 to 64,Chronic respiratory diseases,2017,295765.026496,0.1435250621
337339,Prevalence,Both,60 to 64,Chronic respiratory diseases,2017,602252.665545,0.1523784875
337343,Prevalence,Male,65 to 69,Chronic respiratory diseases,2017,340767.939093,0.1886731558
337344,Prevalence,Female,65 to 69,Chronic respiratory diseases,2017,320023.980239,0.159449167
337345,Prevalence,Both,65 to 69,Chronic respiratory diseases,2017,660791.919332,0.1732912188
337349,Prevalence,Male,70 to 74,Chronic respiratory diseases,2017,280522.466715,0.2182606886
337350,Prevalence,Female,70 to 74,Chronic respiratory diseases,2017,264059.720666,0.1784336826
337351,Prevalence,Both,70 to 74,Chronic respiratory diseases,2017,544582.187381,0.1969456705
337355,Prevalence,Male,75 to 79,Chronic respiratory diseases,2017,235228.659664,0.2487252474
337356,Prevalence,Female,75 to 79,Chronic respiratory diseases,2017,234660.364478,0.1956989418
337357,Prevalence,Both,75 to 79,Chronic respiratory diseases,2017,469889.024142,0.2190803411
337361,Prevalence,Male,80 plus,Chronic respiratory diseases,2017,420290.438961,0.2999889795
337362,Prevalence,Female,80 plus,Chronic respiratory diseases,2017,579982.714589,0.2284108036
337363,Prevalence,Both,80 plus,Chronic respiratory diseases,2017,1000273.15355,0.2538617501
337367,Prevalence,Male,All Ages,Chronic respiratory diseases,2017,3394931.42867,0.1153553048
337368,Prevalence,Female,All Ages,Chronic respiratory diseases,2017,3713296.38343,0.1156167933
337369,Prevalence,Both,All Ages,Chronic respiratory diseases,2017,7108227.81209,0.1154917001
337373,Prevalence,Male,5-14 years,Chronic respiratory diseases,2017,211281.087315,0.0628648954
337374,Prevalence,Female,5-14 years,Chronic respiratory diseases,2017,195749.808481,0.0582712063
337375,Prevalence,Both,5-14 years,Chronic respiratory diseases,2017,407030.895796,0.0605707986
337379,Prevalence,Male,15-49 years,Chronic respiratory diseases,2017,1004678.78816,0.0742843915
337380,Prevalence,Female,15-49 years,Chronic respiratory diseases,2017,1227157.00526,0.0877585542
337381,Prevalence,Both,15-49 years,Chronic respiratory diseases,2017,2231835.79342,0.0811335461
337385,Prevalence,Male,50-69 years,Chronic respiratory diseases,2017,1171367.28453,0.1494837734
337386,Prevalence,Female,50-69 years,Chronic respiratory diseases,2017,1153001.64709,0.1370685404
337387,Prevalence,Both,50-69 years,Chronic respiratory diseases,2017,2324368.93162,0.1430561789
337391,Prevalence,Male,70+ years,Chronic respiratory diseases,2017,936041.56534,0.2577192582
337392,Prevalence,Female,70+ years,Chronic respiratory diseases,2017,1078702.79973,0.2067204119
337393,Prevalence,Both,70+ years,Chronic respiratory diseases,2017,2014744.36507,0.2276497907
337397,Prevalence,Male,Age-standardized,Chronic respiratory diseases,2017,NA,0.0948702495
337398,Prevalence,Female,Age-standardized,Chronic respiratory diseases,2017,NA,0.094146501
337399,Prevalence,Both,Age-standardized,Chronic respiratory diseases,2017,NA,0.09416108
337400,Prevalence,Male,<1 year,Chronic respiratory diseases,2017,0,0
337401,Prevalence,Female,<1 year,Chronic respiratory diseases,2017,0,0
337402,Prevalence,Both,<1 year,Chronic respiratory diseases,2017,0,0
337406,Prevalence,Male,80 to 84,Chronic respiratory diseases,2017,207900.888572,0.2785452894
337407,Prevalence,Female,80 to 84,Chronic respiratory diseases,2017,235172.02978,0.2102853332
337408,Prevalence,Both,80 to 84,Chronic respiratory diseases,2017,443072.918352,0.2376072562
337412,Prevalence,Male,85 to 89,Chronic respiratory diseases,2017,139061.190366,0.3087325305
337413,Prevalence,Female,85 to 89,Chronic respiratory diseases,2017,192748.136787,0.2260183486
337414,Prevalence,Both,85 to 89,Chronic respiratory diseases,2017,331809.327152,0.25460641
337418,Prevalence,Male,90 to 94,Chronic respiratory diseases,2017,60765.1085125,0.3491997141
337419,Prevalence,Female,90 to 94,Chronic respiratory diseases,2017,114858.003358,0.2547963029
337420,Prevalence,Both,90 to 94,Chronic respiratory diseases,2017,175623.11187,0.2810887262
337424,Prevalence,Male,<20 years,Chronic respiratory diseases,2017,405925.358092,0.0644490663
337425,Prevalence,Female,<20 years,Chronic respiratory diseases,2017,397960.256681,0.0625111118
337426,Prevalence,Both,<20 years,Chronic respiratory diseases,2017,803885.614773,0.0634762803
337430,Prevalence,Male,10 to 24,Chronic respiratory diseases,2017,345157.984891,0.0644475503
337431,Prevalence,Female,10 to 24,Chronic respiratory diseases,2017,397142.428667,0.0735875199
337432,Prevalence,Both,10 to 24,Chronic respiratory diseases,2017,742300.413558,0.0690350061
337436,Prevalence,Male,95 plus,Chronic respiratory diseases,2017,12563.2515103,0.4159981929
337437,Prevalence,Female,95 plus,Chronic respiratory diseases,2017,37204.5446647,0.3172309471
337438,Prevalence,Both,95 plus,Chronic respiratory diseases,2017,49767.796175,0.3374561595
337442,Prevalence,Male,<70 years,Chronic respiratory diseases,2017,2458889.86333,0.0953118683
337443,Prevalence,Female,<70 years,Chronic respiratory diseases,2017,2634593.58369,0.0979428605
337444,Prevalence,Both,<70 years,Chronic respiratory diseases,2017,5093483.44702,0.0966548048
337448,Prevalence,Male,Under 5,Chronic obstructive pulmonary disease,2017,631.867345583,0.0005880912
337449,Prevalence,Female,Under 5,Chronic obstructive pulmonary disease,2017,660.476470713,0.0005771573
337450,Prevalence,Both,Under 5,Chronic obstructive pulmonary disease,2017,1292.3438163,0.0005824067
337454,Prevalence,Male,Early Neonatal,Chronic obstructive pulmonary disease,2017,0,0
337455,Prevalence,Female,Early Neonatal,Chronic obstructive pulmonary disease,2017,0,0
337456,Prevalence,Both,Early Neonatal,Chronic obstructive pulmonary disease,2017,0,0
337460,Prevalence,Male,Late Neonatal,Chronic obstructive pulmonary disease,2017,0,0
337461,Prevalence,Female,Late Neonatal,Chronic obstructive pulmonary disease,2017,0,0
337462,Prevalence,Both,Late Neonatal,Chronic obstructive pulmonary disease,2017,0,0
337466,Prevalence,Male,Post Neonatal,Chronic obstructive pulmonary disease,2017,0,0
337467,Prevalence,Female,Post Neonatal,Chronic obstructive pulmonary disease,2017,0,0
337468,Prevalence,Both,Post Neonatal,Chronic obstructive pulmonary disease,2017,0,0
337472,Prevalence,Male,1 to 4,Chronic obstructive pulmonary disease,2017,631.867345583,0.0006751426
337473,Prevalence,Female,1 to 4,Chronic obstructive pulmonary disease,2017,660.476470713,0.0006655602
337474,Prevalence,Both,1 to 4,Chronic obstructive pulmonary disease,2017,1292.3438163,0.0006701474
337478,Prevalence,Male,5 to 9,Chronic obstructive pulmonary disease,2017,2082.54631443,0.0012769496
337479,Prevalence,Female,5 to 9,Chronic obstructive pulmonary disease,2017,2159.67962874,0.0013263813
337480,Prevalence,Both,5 to 9,Chronic obstructive pulmonary disease,2017,4242.22594317,0.0013015348
337484,Prevalence,Male,10 to 14,Chronic obstructive pulmonary disease,2017,3760.81657549,0.0021771135
337485,Prevalence,Female,10 to 14,Chronic obstructive pulmonary disease,2017,3725.66875894,0.0021554587
337486,Prevalence,Both,10 to 14,Chronic obstructive pulmonary disease,2017,7486.48533444,0.0021662006
337490,Prevalence,Male,15 to 19,Chronic obstructive pulmonary disease,2017,6829.45041275,0.0036723263
337491,Prevalence,Female,15 to 19,Chronic obstructive pulmonary disease,2017,5962.92163245,0.003204802
337492,Prevalence,Both,15 to 19,Chronic obstructive pulmonary disease,2017,12792.3720452,0.0034384222
337496,Prevalence,Male,20 to 24,Chronic obstructive pulmonary disease,2017,10784.7103304,0.0061039342
337497,Prevalence,Female,20 to 24,Chronic obstructive pulmonary disease,2017,8771.12842514,0.0048544814
337498,Prevalence,Both,20 to 24,Chronic obstructive pulmonary disease,2017,19555.8387556,0.0054720874
337502,Prevalence,Male,25 to 29,Chronic obstructive pulmonary disease,2017,17244.3996742,0.0094774348
337503,Prevalence,Female,25 to 29,Chronic obstructive pulmonary disease,2017,14166.4671362,0.0074245912
337504,Prevalence,Both,25 to 29,Chronic obstructive pulmonary disease,2017,31410.8668104,0.0084265513
337508,Prevalence,Male,30 to 34,Chronic obstructive pulmonary disease,2017,26851.9591743,0.0141298328
337509,Prevalence,Female,30 to 34,Chronic obstructive pulmonary disease,2017,22507.8467631,0.0111729654
337510,Prevalence,Both,30 to 34,Chronic obstructive pulmonary disease,2017,49359.8059374,0.0126082214
337514,Prevalence,Male,35 to 39,Chronic obstructive pulmonary disease,2017,41132.0756404,0.0209614166
337515,Prevalence,Female,35 to 39,Chronic obstructive pulmonary disease,2017,34908.6534368,0.0170097433
337516,Prevalence,Both,35 to 39,Chronic obstructive pulmonary disease,2017,76040.7290773,0.0189412011
337520,Prevalence,Male,40 to 44,Chronic obstructive pulmonary disease,2017,64537.3653983,0.0313207551
337521,Prevalence,Female,40 to 44,Chronic obstructive pulmonary disease,2017,54459.4094326,0.0257105155
337522,Prevalence,Both,40 to 44,Chronic obstructive pulmonary disease,2017,118996.774831,0.0284768555
337526,Prevalence,Male,45 to 49,Chronic obstructive pulmonary disease,2017,98183.3388819,0.0455704437
337527,Prevalence,Female,45 to 49,Chronic obstructive pulmonary disease,2017,79517.0720534,0.0357770068
337528,Prevalence,Both,45 to 49,Chronic obstructive pulmonary disease,2017,177700.410935,0.0405975779
337532,Prevalence,Male,50 to 54,Chronic obstructive pulmonary disease,2017,136922.217209,0.0643826856
337533,Prevalence,Female,50 to 54,Chronic obstructive pulmonary disease,2017,102683.685528,0.0463716835
337534,Prevalence,Both,50 to 54,Chronic obstructive pulmonary disease,2017,239605.902737,0.0551952836
337538,Prevalence,Male,55 to 59,Chronic obstructive pulmonary disease,2017,173290.090852,0.086143496
337539,Prevalence,Female,55 to 59,Chronic obstructive pulmonary disease,2017,122544.68032,0.0575405518
337540,Prevalence,Both,55 to 59,Chronic obstructive pulmonary disease,2017,295834.771173,0.0714342929
337544,Prevalence,Male,60 to 64,Chronic obstructive pulmonary disease,2017,207997.459213,0.109956877
337545,Prevalence,Female,60 to 64,Chronic obstructive pulmonary disease,2017,144816.632208,0.0702749535
337546,Prevalence,Both,60 to 64,Chronic obstructive pulmonary disease,2017,352814.091421,0.0892670835
337550,Prevalence,Male,65 to 69,Chronic obstructive pulmonary disease,2017,247884.253456,0.1372462083
337551,Prevalence,Female,65 to 69,Chronic obstructive pulmonary disease,2017,173185.408969,0.086288189
337552,Prevalence,Both,65 to 69,Chronic obstructive pulmonary disease,2017,421069.662425,0.1104246451
337556,Prevalence,Male,70 to 74,Chronic obstructive pulmonary disease,2017,217098.372574,0.1689134522
337557,Prevalence,Female,70 to 74,Chronic obstructive pulmonary disease,2017,158305.378553,0.1069719756
337558,Prevalence,Both,70 to 74,Chronic obstructive pulmonary disease,2017,375403.751128,0.1357629561
337562,Prevalence,Male,75 to 79,Chronic obstructive pulmonary disease,2017,193039.346395,0.2041151772
337563,Prevalence,Female,75 to 79,Chronic obstructive pulmonary disease,2017,156454.953043,0.1304781234
337564,Prevalence,Both,75 to 79,Chronic obstructive pulmonary disease,2017,349494.299438,0.1629476042
337568,Prevalence,Male,80 plus,Chronic obstructive pulmonary disease,2017,372887.011034,0.2661539789
337569,Prevalence,Female,80 plus,Chronic obstructive pulmonary disease,2017,452022.619378,0.1780170989
337570,Prevalence,Both,80 plus,Chronic obstructive pulmonary disease,2017,824909.630413,0.2093557888
337574,Prevalence,Male,All Ages,Chronic obstructive pulmonary disease,2017,1821157.28048,0.0618818307
337575,Prevalence,Female,All Ages,Chronic obstructive pulmonary disease,2017,1536852.68174,0.0478520499
337576,Prevalence,Both,All Ages,Chronic obstructive pulmonary disease,2017,3358009.96222,0.0545606079
337580,Prevalence,Male,5-14 years,Chronic obstructive pulmonary disease,2017,5843.36288992,0.0017395832
337581,Prevalence,Female,5-14 years,Chronic obstructive pulmonary disease,2017,5885.34838769,0.0017530526
337582,Prevalence,Both,5-14 years,Chronic obstructive pulmonary disease,2017,11728.7112776,0.0017462477
337586,Prevalence,Male,15-49 years,Chronic obstructive pulmonary disease,2017,265563.299512,0.0196355825
337587,Prevalence,Female,15-49 years,Chronic obstructive pulmonary disease,2017,220293.49888,0.0157542024
337588,Prevalence,Both,15-49 years,Chronic obstructive pulmonary disease,2017,485856.798392,0.0176625081
337592,Prevalence,Male,50-69 years,Chronic obstructive pulmonary disease,2017,766094.02073,0.0977648472
337593,Prevalence,Female,50-69 years,Chronic obstructive pulmonary disease,2017,543230.407026,0.064579184
337594,Prevalence,Both,50-69 years,Chronic obstructive pulmonary disease,2017,1309324.42776,0.0805840345
337598,Prevalence,Male,70+ years,Chronic obstructive pulmonary disease,2017,783024.730003,0.215589248
337599,Prevalence,Female,70+ years,Chronic obstructive pulmonary disease,2017,766782.950975,0.1469446623
337600,Prevalence,Both,70+ years,Chronic obstructive pulmonary disease,2017,1549807.68098,0.1751156468
337604,Prevalence,Male,Age-standardized,Chronic obstructive pulmonary disease,2017,NA,0.0395222098
337605,Prevalence,Female,Age-standardized,Chronic obstructive pulmonary disease,2017,NA,0.0265623193
337606,Prevalence,Both,Age-standardized,Chronic obstructive pulmonary disease,2017,NA,0.0324145587
337607,Prevalence,Male,<1 year,Chronic obstructive pulmonary disease,2017,0,0
337608,Prevalence,Female,<1 year,Chronic obstructive pulmonary disease,2017,0,0
337609,Prevalence,Both,<1 year,Chronic obstructive pulmonary disease,2017,0,0
337613,Prevalence,Male,80 to 84,Chronic obstructive pulmonary disease,2017,179484.923523,0.2404735712
337614,Prevalence,Female,80 to 84,Chronic obstructive pulmonary disease,2017,171933.44583,0.1537388692
337615,Prevalence,Both,80 to 84,Chronic obstructive pulmonary disease,2017,351418.369353,0.1884555335
337619,Prevalence,Male,85 to 89,Chronic obstructive pulmonary disease,2017,124700.486133,0.2768499963
337620,Prevalence,Female,85 to 89,Chronic obstructive pulmonary disease,2017,150785.961069,0.176813074
337621,Prevalence,Both,85 to 89,Chronic obstructive pulmonary disease,2017,275486.447202,0.2113882873
337625,Prevalence,Male,90 to 94,Chronic obstructive pulmonary disease,2017,56500.9022424,0.3246945275
337626,Prevalence,Female,90 to 94,Chronic obstructive pulmonary disease,2017,95798.5782042,0.2125155957
337627,Prevalence,Both,90 to 94,Chronic obstructive pulmonary disease,2017,152299.480447,0.2437587032
337631,Prevalence,Male,<20 years,Chronic obstructive pulmonary disease,2017,13304.6806483,0.0021132584
337632,Prevalence,Female,<20 years,Chronic obstructive pulmonary disease,2017,12508.7464908,0.0019656905
337633,Prevalence,Both,<20 years,Chronic obstructive pulmonary disease,2017,25813.4271391,0.0020390451
337637,Prevalence,Male,10 to 24,Chronic obstructive pulmonary disease,2017,21374.9773187,0.0039917294
337638,Prevalence,Female,10 to 24,Chronic obstructive pulmonary disease,2017,18459.7188165,0.0034208912
337639,Prevalence,Both,10 to 24,Chronic obstructive pulmonary disease,2017,39834.6961352,0.0037051633
337643,Prevalence,Male,95 plus,Chronic obstructive pulmonary disease,2017,12200.6991358,0.4039931149
337644,Prevalence,Female,95 plus,Chronic obstructive pulmonary disease,2017,33504.634275,0.2856829914
337645,Prevalence,Both,95 plus,Chronic obstructive pulmonary disease,2017,45705.3334108,0.3099101219
337649,Prevalence,Male,<70 years,Chronic obstructive pulmonary disease,2017,1038132.55048,0.0402416028
337650,Prevalence,Female,<70 years,Chronic obstructive pulmonary disease,2017,770069.730764,0.0286287063
337651,Prevalence,Both,<70 years,Chronic obstructive pulmonary disease,2017,1808202.28124,0.0343137768
337655,Prevalence,Male,Under 5,Coal workers pneumoconiosis,2017,0,0
337656,Prevalence,Female,Under 5,Coal workers pneumoconiosis,2017,0,0
337657,Prevalence,Both,Under 5,Coal workers pneumoconiosis,2017,0,0
337661,Prevalence,Male,Early Neonatal,Coal workers pneumoconiosis,2017,0,0
337662,Prevalence,Female,Early Neonatal,Coal workers pneumoconiosis,2017,0,0
337663,Prevalence,Both,Early Neonatal,Coal workers pneumoconiosis,2017,0,0
337667,Prevalence,Male,Late Neonatal,Coal workers pneumoconiosis,2017,0,0
337668,Prevalence,Female,Late Neonatal,Coal workers pneumoconiosis,2017,0,0
337669,Prevalence,Both,Late Neonatal,Coal workers pneumoconiosis,2017,0,0
337673,Prevalence,Male,Post Neonatal,Coal workers pneumoconiosis,2017,0,0
337674,Prevalence,Female,Post Neonatal,Coal workers pneumoconiosis,2017,0,0
337675,Prevalence,Both,Post Neonatal,Coal workers pneumoconiosis,2017,0,0
337679,Prevalence,Male,1 to 4,Coal workers pneumoconiosis,2017,0,0
337680,Prevalence,Female,1 to 4,Coal workers pneumoconiosis,2017,0,0
337681,Prevalence,Both,1 to 4,Coal workers pneumoconiosis,2017,0,0
337685,Prevalence,Male,5 to 9,Coal workers pneumoconiosis,2017,0,0
337686,Prevalence,Female,5 to 9,Coal workers pneumoconiosis,2017,0,0
337687,Prevalence,Both,5 to 9,Coal workers pneumoconiosis,2017,0,0
337691,Prevalence,Male,10 to 14,Coal workers pneumoconiosis,2017,0.0001460423,8.45383396299e-11
337692,Prevalence,Female,10 to 14,Coal workers pneumoconiosis,2017,9.18598938227e-05,5.31375273696e-11
337693,Prevalence,Both,10 to 14,Coal workers pneumoconiosis,2017,0.0002379022,6.88293874014e-11
337697,Prevalence,Male,15 to 19,Coal workers pneumoconiosis,2017,0.0211147144,1.13532445042e-08
337698,Prevalence,Female,15 to 19,Coal workers pneumoconiosis,2017,0.0132086525,7.10010874713e-09
337699,Prevalence,Both,15 to 19,Coal workers pneumoconiosis,2017,0.0343233668,9.22614995537e-09
337703,Prevalence,Male,20 to 24,Coal workers pneumoconiosis,2017,0.0875236462,4.95573713687e-08
337704,Prevalence,Female,20 to 24,Coal workers pneumoconiosis,2017,0.0558443981,3.09130181627e-08
337705,Prevalence,Both,20 to 24,Coal workers pneumoconiosis,2017,0.1433680443,4.01290150092e-08
337709,Prevalence,Male,25 to 29,Coal workers pneumoconiosis,2017,0.1615671979,8.88202431246e-08
337710,Prevalence,Female,25 to 29,Coal workers pneumoconiosis,2017,0.1064477489,5.57954336676e-08
337711,Prevalence,Both,25 to 29,Coal workers pneumoconiosis,2017,0.2680149468,7.19135403471e-08
337715,Prevalence,Male,30 to 34,Coal workers pneumoconiosis,2017,0.2369645416,1.24686733223e-07
337716,Prevalence,Female,30 to 34,Coal workers pneumoconiosis,2017,0.1567592614,7.78154689036e-08
